fam,ticker,dt,entry,market,amt20,r5,r10,r20,r40
배당결정,033290,20230707,20230710,KOSDAQ,10.3,0.2,-1.76,24.99,60.6
배당결정,194370,20230707,20230710,KOSPI,6.9,0.2,-8.57,-5.81,-2.85
공급계약,141000,20230710,20230711,KOSDAQ,8.9,5.84,7.39,9.38,4.73
자사주신탁,225220,20230710,20230711,KOSDAQ,3.4,3.15,-3.8,3.15,7.3
공급계약,265740,20230710,20230711,KOSDAQ,1.7,-1.13,-9.82,-9.13,1.53
배당결정,078340,20230710,20230711,KOSDAQ,90.5,-1.22,-7.82,-9.07,-18.81
자사주직접,017650,20230710,20230711,KOSDAQ,1.0,-2.49,-3.83,-2.6,-6.3
공급계약,052770,20230710,20230711,KOSDAQ,50.1,44.51,17.47,10.63,12.13
공급계약,340360,20230711,20230712,KOSDAQ,2.2,-1.82,-9.35,19.87,55.82
자사주직접,002840,20230712,20230713,KOSPI,2.9,-2.94,-4.42,-4.71,-6.77
배당결정,002840,20230712,20230713,KOSPI,2.9,-2.94,-4.42,-4.71,-6.77
공급계약,163560,20230712,20230713,KOSPI,5.8,-7.35,-13.65,-13.24,-14.58
자사주신탁,053580,20230712,20230713,KOSDAQ,2.6,0.43,-3.86,1.7,-8.55
공급계약,230240,20230712,20230713,KOSDAQ,45.1,9.05,5.27,3.51,18.38
공급계약,277880,20230712,20230713,KOSDAQ,87.7,-0.48,-15.38,-21.09,-16.69
배당결정,107590,20230713,20230714,KOSPI,0.5,-1.89,-4.11,-5.93,-11.7
배당결정,134380,20230713,20230714,KOSPI,0.8,-2.11,2.84,10.12,7.49
배당결정,344820,20230713,20230714,KOSPI,10.8,-1.45,-3.62,-7.62,-7.84
자사주직접,134380,20230713,20230714,KOSPI,0.8,-2.11,2.84,10.12,7.49
자사주직접,107590,20230713,20230714,KOSPI,0.5,-1.89,-4.11,-5.93,-11.7
공급계약,036530,20230713,20230714,KOSPI,1.5,-4.18,-4.12,0.2,-5.56
자사주신탁,096530,20230713,20230714,KOSDAQ,59.2,2.19,1.95,5.3,8.41
배당결정,268280,20230713,20230714,KOSPI,3.0,-1.78,-6.85,-10.06,-13.73
자사주신탁,042420,20230713,20230714,KOSDAQ,7.9,5.37,2.05,4.54,9.93
자사주직접,268280,20230713,20230714,KOSPI,3.0,-1.78,-6.85,-10.06,-13.73
공급계약,100840,20230713,20230714,KOSPI,8.9,-10.92,-8.58,-3.71,-9.65
공급계약,100590,20230713,20230714,KOSDAQ,27.9,-8.51,-12.49,-9.37,15.58
공급계약,206400,20230713,20230714,KOSDAQ,9.2,-2.97,-5.45,9.81,23.33
배당결정,017940,20230714,20230717,KOSPI,4.0,-2.54,5.62,15.32,12.22
공급계약,267320,20230714,20230717,KOSDAQ,42.3,-2.17,-4.22,-15.28,-4.99
자사주신탁,004310,20230714,20230717,KOSPI,7.1,0.5,6.04,6.29,5.26
공급계약,348210,20230714,20230717,KOSDAQ,67.9,-2.68,13.45,2.39,3.99
자사주신탁,002310,20230717,20230718,KOSPI,20.1,-1.82,-2.2,-3.21,-4.6
자사주신탁,004890,20230717,20230718,KOSPI,73.5,-9.15,-3.2,1.39,-2.01
자사주신탁,183190,20230717,20230718,KOSPI,7.5,-8.4,-0.06,0.95,1.26
공급계약,382800,20230717,20230718,KOSDAQ,16.0,-6.38,4.03,10.37,48.17
공급계약,112610,20230717,20230718,KOSPI,329.9,-4.93,-9.71,-22.15,-32.32
공급계약,262260,20230717,20230718,KOSDAQ,92.9,-5.17,-13.45,-27.49,-26.68
공급계약,368770,20230717,20230718,KOSDAQ,135.4,1.02,0.67,-11.66,-14.07
배당결정,004080,20230718,20230719,KOSPI,0.7,-2.8,-0.97,-2.59,-2.59
배당결정,083420,20230718,20230719,KOSPI,9.6,-9.04,-5.41,-8.69,-13.15
공급계약,015590,20230718,20230719,KOSPI,111.0,-8.48,1.07,-7.44,-5.05
배당결정,007340,20230718,20230719,KOSPI,39.6,-3.06,-7.6,-10.19,-16.08
배당결정,225190,20230719,20230720,KOSDAQ,1.4,-3.53,-2.56,-1.37,0.91
배당결정,210980,20230719,20230720,KOSPI,8.1,-10.6,-8.8,-10.6,6.45
배당결정,006120,20230719,20230720,KOSPI,8.5,-2.71,4.95,11.35,12.61
배당결정,352700,20230719,20230720,KOSDAQ,3.8,-10.7,-0.41,-9.1,0.12
배당결정,092230,20230719,20230720,KOSPI,0.5,-3.17,-2.57,-2.67,-2.57
배당결정,100250,20230719,20230720,KOSPI,2.6,-6.34,-5.45,-4.57,0.59
무상증자,028300,20230719,20230720,KOSDAQ,295.5,2.06,5.2,-1.11,5.7
공급계약,219420,20230719,20230720,KOSDAQ,8.4,-15.25,-11.03,-14.78,-3.2
자사주직접,009270,20230719,20230720,KOSPI,5.5,-5.32,1.12,3.57,-2.25
배당결정,025540,20230720,20230721,KOSPI,11.6,-3.59,-3.42,-7.32,-10.2
배당결정,018670,20230720,20230721,KOSPI,6.5,-1.99,-1.51,-1.83,8.33
배당결정,010640,20230720,20230721,KOSPI,22.2,-2.95,6.75,1.59,24.23
배당결정,003780,20230720,20230721,KOSPI,5.1,-1.66,0.42,-0.86,10.82
배당결정,002380,20230720,20230721,KOSPI,69.3,1.21,1.21,-6.05,28.09
무상증자,322180,20230720,20230721,KOSDAQ,14.9,-7.61,-2.0,14.04,41.97
자사주직접,218410,20230720,20230721,KOSDAQ,53.1,-8.04,-8.04,-11.8,-16.85
공급계약,285130,20230720,20230721,KOSPI,27.3,-22.57,-17.79,-23.07,-23.32
공급계약,006120,20230720,20230721,KOSPI,9.7,-12.12,-4.23,-0.67,1.75
자사주신탁,177830,20230721,20230724,KOSDAQ,3.7,-3.16,-1.84,0.32,-4.36
공급계약,010690,20230721,20230724,KOSPI,207.3,-14.16,-25.18,-38.05,-41.28
공급계약,267850,20230721,20230724,KOSPI,1.3,-1.51,-1.67,-4.35,-4.19
공급계약,037350,20230721,20230724,KOSDAQ,31.0,-6.75,-11.98,-14.86,-11.87
공급계약,106080,20230721,20230724,KOSDAQ,9.4,-7.91,-16.27,-24.56,-23.58
공급계약,182400,20230721,20230724,KOSDAQ,86.4,-8.14,-9.46,5.66,-2.28
자사주신탁,006120,20230721,20230724,KOSPI,13.1,-8.0,-1.27,2.62,8.84
자사주신탁,007210,20230721,20230724,KOSPI,5.8,5.46,13.01,14.84,74.79
배당결정,025000,20230721,20230724,KOSPI,1.3,-4.25,-5.68,-5.24,-4.58
배당결정,316140,20230721,20230724,KOSPI,227.1,-1.23,-2.25,-2.93,5.92
자사주신탁,003080,20230721,20230724,KOSPI,1.1,-3.85,-1.81,-9.2,-7.31
공급계약,013120,20230724,20230725,KOSDAQ,3.5,-4.4,-2.21,-2.36,-4.11
공급계약,377330,20230724,20230725,KOSDAQ,5.7,-3.79,-7.54,-16.58,-21.0
무상증자,084650,20230724,20230725,KOSDAQ,222.8,-7.83,-1.52,8.63,4.7
배당결정,065710,20230724,20230725,KOSDAQ,0.8,-3.21,-0.56,3.49,1.6
공급계약,043910,20230725,20230726,KOSDAQ,249.0,-5.46,12.71,-7.64,-10.0
무상증자,405920,20230725,20230726,KOSDAQ,34.6,-13.44,-12.48,-19.81,-35.92
자사주신탁,105560,20230725,20230726,KOSPI,502.8,8.41,4.69,9.65,18.13
자사주신탁,275630,20230725,20230726,KOSDAQ,2.2,15.69,17.68,2.62,1.18
배당결정,105560,20230725,20230726,KOSPI,502.8,8.41,4.69,9.65,18.13
배당결정,175330,20230725,20230726,KOSPI,29.5,2.32,3.4,4.12,23.21
공급계약,011930,20230725,20230726,KOSPI,614.3,4.43,-4.45,5.92,-14.27
공급계약,103230,20230725,20230726,KOSDAQ,59.8,-0.86,-1.59,-14.0,-19.75
공급계약,340930,20230725,20230726,KOSDAQ,24.6,-11.2,-11.9,-21.43,-25.48
자사주직접,109740,20230725,20230726,KOSDAQ,1.3,-5.15,-3.41,2.38,8.56
공급계약,456040,20230726,20230727,KOSPI,289.8,-18.97,-17.05,-15.57,-15.89
배당결정,034730,20230726,20230727,KOSPI,244.2,5.4,2.48,-3.44,1.18
배당결정,005380,20230726,20230727,KOSPI,1151.3,-5.71,-7.34,-8.43,-5.81
배당결정,002030,20230726,20230727,KOSPI,6.0,4.88,8.82,6.17,9.01
무상증자,041960,20230726,20230727,KOSDAQ,10.3,5.29,11.05,3.62,0.36
배당결정,012330,20230726,20230727,KOSPI,486.6,-3.33,-3.97,-4.6,0.67
배당결정,285130,20230726,20230727,KOSPI,92.4,9.52,9.35,1.69,7.19
자사주직접,170900,20230726,20230727,KOSPI,8.3,8.14,37.71,21.04,16.88
배당결정,086790,20230726,20230727,KOSPI,362.4,-3.41,-4.79,-2.65,11.6
배당결정,138930,20230726,20230727,KOSPI,66.6,1.04,0.74,0.58,6.51
자사주신탁,002030,20230726,20230727,KOSPI,6.0,4.88,8.82,6.17,9.01
자사주신탁,175330,20230726,20230727,KOSPI,31.1,-0.44,1.08,2.61,22.47
자사주신탁,131090,20230726,20230727,KOSDAQ,0.7,13.61,14.59,8.4,9.27
자사주직접,023600,20230726,20230727,KOSDAQ,2.6,4.04,2.17,0.18,-3.25
자사주직접,012330,20230726,20230727,KOSPI,486.6,-3.33,-3.97,-4.6,0.67
자사주직접,000640,20230726,20230727,KOSPI,6.9,6.78,19.23,20.64,23.6
자사주신탁,192250,20230726,20230727,KOSDAQ,9.0,12.5,19.22,7.0,2.03
배당결정,241560,20230726,20230727,KOSPI,276.6,-13.16,-11.24,-17.63,-12.52
자사주신탁,322310,20230726,20230727,KOSDAQ,127.3,4.91,-8.12,-6.1,-17.87
자사주신탁,003090,20230727,20230728,KOSPI,9.4,12.92,15.82,11.55,13.32
자사주신탁,034730,20230727,20230728,KOSPI,242.4,5.4,2.41,-2.08,1.32
자사주신탁,110790,20230727,20230728,KOSDAQ,3.9,2.8,12.65,15.92,8.97
공급계약,017370,20230727,20230728,KOSPI,52.1,12.99,22.84,24.21,-10.08
공급계약,034590,20230727,20230728,KOSPI,0.4,1.02,1.63,2.03,2.23
공급계약,115440,20230727,20230728,KOSDAQ,15.4,-12.39,-12.17,-9.37,-17.99
자사주직접,055550,20230727,20230728,KOSPI,347.1,0.92,0.05,2.22,6.69
자사주신탁,017670,20230727,20230728,KOSPI,286.9,0.16,0.92,2.22,10.13
자사주신탁,025770,20230727,20230728,KOSDAQ,12.9,1.5,9.54,16.6,6.37
배당결정,055550,20230727,20230728,KOSPI,347.1,0.92,0.05,2.22,6.69
배당결정,000640,20230727,20230728,KOSPI,7.3,2.84,12.84,12.96,19.67
배당결정,000660,20230727,20230728,KOSPI,3803.7,-5.21,-9.02,-8.54,-7.67
배당결정,003550,20230727,20230728,KOSPI,176.0,-0.74,-2.52,-2.4,0.81
배당결정,010950,20230727,20230728,KOSPI,303.2,5.26,6.5,2.78,6.91
배당결정,017670,20230727,20230728,KOSPI,286.9,0.16,0.92,2.22,10.13
배당결정,032640,20230727,20230728,KOSPI,82.6,-0.68,0.02,2.69,1.6
배당결정,005930,20230727,20230728,KOSPI,10077.8,-5.25,-6.37,-7.34,-3.72
배당결정,402340,20230727,20230728,KOSPI,154.8,1.29,2.07,-2.38,-3.83
공급계약,333050,20230728,20230731,KOSDAQ,12.8,-3.03,-4.21,-0.98,-8.17
공급계약,187660,20230728,20230731,KOSDAQ,18.1,-4.19,-4.36,-7.63,-16.49
공급계약,096610,20230728,20230731,KOSDAQ,123.5,-18.39,-20.57,-7.18,-34.94
공급계약,336260,20230728,20230731,KOSPI,96.3,-1.24,-3.14,-7.12,-24.2
자사주신탁,000100,20230728,20230731,KOSPI,327.6,2.73,5.84,2.3,4.57
자사주신탁,161580,20230728,20230731,KOSDAQ,642.4,-8.03,-14.91,-11.9,-2.84
배당결정,094280,20230728,20230731,KOSPI,1.8,0.8,-0.19,-0.19,1.7
배당결정,122350,20230728,20230731,KOSDAQ,10.6,-4.01,2.66,3.47,-6.43
자사주직접,038880,20230728,20230731,KOSDAQ,11.3,-4.14,-1.92,-6.91,-17.82
공급계약,012170,20230728,20230731,KOSPI,3.7,-19.81,-16.75,-9.2,46.7
배당결정,214320,20230731,20230801,KOSPI,9.6,-0.7,-0.7,-4.87,3.58
공급계약,042660,20230731,20230801,KOSPI,732.9,-1.76,-14.16,-16.5,-26.49
배당결정,080010,20230731,20230801,KOSDAQ,1.4,-1.84,-9.09,-2.93,-4.56
공급계약,264660,20230731,20230801,KOSDAQ,7.8,-6.34,-7.75,-9.3,-10.56
공급계약,361390,20230731,20230801,KOSDAQ,8.4,-5.13,-9.25,1.4,-10.49
공급계약,377480,20230731,20230801,KOSDAQ,80.2,-4.32,-14.86,38.4,1.24
공급계약,394280,20230731,20230801,KOSDAQ,268.1,-13.36,-16.92,-18.94,-20.61
공급계약,045100,20230731,20230801,KOSDAQ,24.6,-1.12,44.27,-0.11,-13.55
자사주신탁,389020,20230731,20230801,KOSDAQ,23.7,9.12,1.19,4.12,6.88
자사주신탁,067160,20230731,20230801,KOSDAQ,131.6,10.85,8.87,5.98,10.32
자사주신탁,115310,20230801,20230802,KOSDAQ,3.0,2.58,1.82,8.67,-2.75
공급계약,216050,20230801,20230802,KOSDAQ,41.9,-6.52,-1.43,-10.83,-14.67
공급계약,046120,20230801,20230802,KOSDAQ,19.6,-0.69,-4.87,20.81,-4.5
공급계약,010960,20230801,20230802,KOSPI,1.3,-2.48,-2.77,-1.18,-5.36
자사주신탁,034830,20230802,20230803,KOSPI,10.5,-0.24,-2.4,-1.36,-5.51
자사주직접,408900,20230802,20230803,KOSDAQ,8.4,-9.58,-13.55,-13.55,-33.22
배당결정,035420,20230802,20230803,KOSPI,2258.5,-1.04,-6.56,-5.68,-16.76
배당결정,004450,20230802,20230803,KOSPI,15.5,5.03,2.0,0.64,-5.73
공급계약,329180,20230803,20230804,KOSPI,212.2,-2.59,-10.49,-5.25,-17.94
공급계약,282880,20230803,20230804,KOSDAQ,238.3,-7.85,-10.67,2.6,-10.67
공급계약,259630,20230803,20230804,KOSDAQ,56.1,7.18,4.3,17.5,-7.28
공급계약,009540,20230803,20230804,KOSPI,476.0,-1.96,-6.6,0.86,-16.81
공급계약,002990,20230803,20230804,KOSPI,3.6,0.45,-1.36,-4.8,-10.6
자사주직접,033780,20230803,20230804,KOSPI,211.1,-0.03,0.45,2.22,0.33
배당결정,049720,20230803,20230804,KOSDAQ,24.3,0.84,-0.02,-1.07,-3.36
배당결정,381970,20230803,20230804,KOSPI,31.1,-2.51,-6.98,-5.31,-19.74
배당결정,038390,20230803,20230804,KOSDAQ,2.0,-1.23,-5.1,-3.2,-11.36
무상증자,025560,20230803,20230804,KOSPI,155.7,-3.75,86.48,-12.96,-42.01
배당결정,033780,20230803,20230804,KOSPI,211.1,-0.03,0.45,2.22,0.33
무상증자,347770,20230804,20230807,KOSDAQ,24.2,-11.93,-10.35,-1.13,-40.44
자사주신탁,059210,20230804,20230807,KOSDAQ,44.1,4.94,-6.45,16.46,-4.42
공급계약,197140,20230804,20230807,KOSDAQ,4.9,10.06,13.5,19.98,-4.31
공급계약,064480,20230804,20230807,KOSDAQ,22.1,-12.18,-16.28,-2.49,-26.84
공급계약,363280,20230804,20230807,KOSPI,8.4,-2.58,-6.94,-6.94,-16.77
공급계약,009410,20230804,20230807,KOSPI,4.1,1.32,-0.78,1.58,-6.02
배당결정,138040,20230804,20230807,KOSPI,272.1,0.02,-0.38,7.62,6.42
공급계약,004960,20230804,20230807,KOSPI,4.5,-1.98,-4.11,-2.91,-6.64
공급계약,017000,20230807,20230808,KOSDAQ,20.7,-3.54,-5.56,-7.9,-20.56
배당결정,097950,20230807,20230808,KOSPI,119.7,1.43,-0.05,-2.52,-7.78
배당결정,001040,20230807,20230808,KOSPI,105.1,4.61,-3.37,14.29,13.01
무상증자,323990,20230807,20230808,KOSDAQ,148.4,2.18,-0.48,38.9,-5.78
공급계약,037440,20230807,20230808,KOSDAQ,13.1,-8.6,-6.36,22.49,14.37
공급계약,039440,20230807,20230808,KOSDAQ,362.9,1.88,0.7,4.83,8.77
배당결정,049070,20230808,20230809,KOSDAQ,96.8,-10.34,-9.32,0.34,-12.21
배당결정,213500,20230808,20230809,KOSPI,9.1,-3.55,-3.45,-1.27,-4.97
배당결정,005490,20230808,20230809,KOSPI,21363.1,-7.75,-3.4,-5.24,-13.61
공급계약,101670,20230808,20230809,KOSDAQ,308.0,-17.56,-21.02,-32.57,-48.93
자사주신탁,024090,20230808,20230809,KOSPI,1.8,-4.65,-4.82,-2.83,-6.97
자사주신탁,049070,20230808,20230809,KOSDAQ,96.8,-10.34,-9.32,0.34,-12.21
자사주신탁,376980,20230808,20230809,KOSDAQ,3.9,-7.64,-2.71,-3.57,4.68
배당결정,067080,20230808,20230809,KOSDAQ,4.7,-2.37,0.81,48.84,56.86
배당결정,084110,20230808,20230809,KOSDAQ,11.4,7.37,9.78,-1.84,-4.47
배당결정,004150,20230808,20230809,KOSPI,1.8,-3.28,-3.28,-2.76,-5.21
배당결정,243070,20230808,20230809,KOSDAQ,46.6,10.51,16.84,9.75,8.87
배당결정,200670,20230808,20230809,KOSDAQ,35.5,2.01,-1.89,-4.28,-11.95
배당결정,365550,20230809,20230810,KOSPI,5.3,-1.15,-0.89,1.02,-10.95
공급계약,023350,20230809,20230810,KOSPI,4.4,-6.83,-6.66,-4.08,-6.02
배당결정,122900,20230809,20230810,KOSPI,4.4,-0.3,-0.52,-1.51,-9.48
자사주신탁,017390,20230809,20230810,KOSPI,13.9,-5.14,-8.27,-5.28,-8.12
자사주신탁,003240,20230809,20230810,KOSPI,5.2,-5.29,-4.63,-4.8,-3.65
자사주신탁,054620,20230809,20230810,KOSDAQ,4.7,26.27,-3.56,-6.8,-19.17
자사주신탁,053350,20230809,20230810,KOSDAQ,0.6,-9.54,-9.67,-6.2,-12.59
자사주직접,178320,20230809,20230810,KOSDAQ,88.8,-6.42,0.34,-2.4,0.92
배당결정,096530,20230809,20230810,KOSDAQ,365.3,-7.18,-4.05,-1.15,-9.86
자사주신탁,402340,20230809,20230810,KOSPI,144.5,-3.79,-4.89,-8.62,-2.25
배당결정,096240,20230810,20230811,KOSDAQ,9.0,-0.88,-1.18,1.65,-2.26
배당결정,034950,20230810,20230811,KOSDAQ,2.1,-2.27,-1.74,2.48,1.56
배당결정,100840,20230810,20230811,KOSPI,6.6,-5.99,-5.34,-6.44,-10.38
배당결정,064960,20230810,20230811,KOSPI,17.3,-1.42,0.74,3.86,-10.24
공급계약,402030,20230810,20230811,KOSDAQ,341.3,-13.79,-17.08,1.96,-19.4
공급계약,265520,20230810,20230811,KOSDAQ,13.3,-3.58,-6.09,-4.83,-11.25
공급계약,003070,20230810,20230811,KOSPI,7.8,-10.52,-10.12,-1.58,-10.84
자사주신탁,033530,20230810,20230811,KOSPI,17.4,-7.14,-9.04,-11.9,-22.38
공급계약,002020,20230810,20230811,KOSPI,5.0,-4.1,-4.31,-2.58,-10.2
배당결정,018880,20230810,20230811,KOSPI,89.9,-2.06,-3.75,-5.44,-21.18
배당결정,013700,20230810,20230811,KOSPI,1.2,-6.96,-4.22,-2.25,-8.81
배당결정,003570,20230810,20230811,KOSPI,7.5,4.54,8.88,29.22,19.79
자사주직접,002900,20230810,20230811,KOSPI,22.6,-10.36,-7.66,1.07,-16.08
배당결정,012690,20230810,20230811,KOSPI,2.8,-5.73,-1.0,-3.55,-11.74
배당결정,010130,20230810,20230811,KOSPI,360.0,-6.78,3.62,7.22,-4.48
배당결정,009240,20230810,20230811,KOSPI,27.0,3.52,5.71,2.06,-8.16
배당결정,036530,20230810,20230811,KOSPI,1.0,-0.04,0.97,-4.78,-5.03
배당결정,003230,20230811,20230814,KOSPI,79.5,11.66,16.31,17.24,19.35
자사주신탁,001630,20230811,20230814,KOSPI,2.5,-1.92,0.85,-2.1,-2.29
자사주신탁,117580,20230811,20230814,KOSPI,11.2,-9.46,-4.44,2.55,54.92
배당결정,053050,20230811,20230814,KOSDAQ,14.6,-7.51,-4.95,10.13,26.42
배당결정,148150,20230811,20230814,KOSDAQ,11.0,-19.87,-21.79,-17.66,-19.33
공급계약,344860,20230811,20230814,KOSDAQ,1.3,16.2,16.81,2.03,-12.61
공급계약,003160,20230811,20230814,KOSPI,10.8,-5.52,2.17,-4.46,-1.81
공급계약,051980,20230814,20230816,KOSDAQ,20.8,-16.02,-14.61,-26.23,-45.95
배당결정,056190,20230814,20230816,KOSDAQ,51.0,-9.35,-9.22,-11.25,-18.02
자사주신탁,290720,20230816,20230817,KOSDAQ,3.0,1.66,13.12,-2.57,-3.53
자사주신탁,001560,20230816,20230817,KOSPI,0.6,0.91,7.68,0.17,-3.39
자사주직접,091700,20230816,20230817,KOSDAQ,31.2,-0.13,0.62,1.25,2.87
공급계약,054540,20230816,20230817,KOSDAQ,4.0,-5.99,-4.16,-5.38,-5.99
공급계약,060310,20230816,20230817,KOSDAQ,11.4,2.06,-0.04,-9.37,-15.66
공급계약,077970,20230816,20230817,KOSPI,22.3,-2.38,0.74,-1.53,-14.85
공급계약,210980,20230816,20230817,KOSPI,18.0,-2.35,5.0,12.6,25.1
공급계약,131760,20230816,20230817,KOSDAQ,1.7,-1.2,-1.85,7.61,-11.32
자사주신탁,058650,20230817,20230818,KOSPI,0.3,1.66,1.95,-2.7,-1.94
무상증자,419050,20230817,20230818,KOSDAQ,182.2,6.46,32.97,31.4,-33.19
공급계약,189300,20230817,20230818,KOSDAQ,109.7,-5.86,0.24,3.7,-19.0
공급계약,010950,20230817,20230818,KOSPI,341.9,-2.72,0.31,10.62,-3.13
공급계약,178320,20230817,20230818,KOSDAQ,88.3,0.79,2.46,1.37,6.82
공급계약,056730,20230817,20230818,KOSDAQ,2.6,-0.04,-1.33,-1.71,-4.13
공급계약,024900,20230818,20230821,KOSPI,62.2,-7.09,-4.83,-13.22,-26.69
자사주신탁,208350,20230818,20230821,KOSDAQ,3.5,9.08,13.02,16.33,-4.53
자사주신탁,054450,20230818,20230821,KOSDAQ,137.0,8.17,24.06,33.7,13.38
공급계약,054780,20230821,20230822,KOSDAQ,6.6,4.25,2.3,-2.32,-9.73
공급계약,302440,20230821,20230822,KOSPI,329.1,-5.35,-8.53,-10.19,-24.71
공급계약,293480,20230821,20230822,KOSPI,5.2,1.26,-2.36,-0.62,-5.85
자사주신탁,052420,20230821,20230822,KOSDAQ,2.9,11.94,26.48,10.34,-6.83
자사주신탁,061250,20230821,20230822,KOSDAQ,6.1,6.25,5.25,4.75,-3.08
자사주신탁,091120,20230821,20230822,KOSDAQ,228.9,3.8,1.19,-4.57,2.31
무상증자,114450,20230822,20230823,KOSDAQ,1.5,-0.27,3.54,0.3,-23.7
자사주신탁,034310,20230822,20230823,KOSPI,3.6,5.46,3.3,1.37,-3.57
자사주신탁,114450,20230822,20230823,KOSDAQ,1.5,-0.27,3.54,0.3,-23.7
자사주직접,352700,20230822,20230823,KOSDAQ,2.6,1.69,1.83,6.24,-3.82
공급계약,322510,20230822,20230823,KOSDAQ,327.1,4.9,20.83,-0.31,-39.14
공급계약,056190,20230823,20230824,KOSDAQ,52.9,-3.6,-4.33,-5.94,-15.57
무상증자,328130,20230823,20230824,KOSDAQ,820.4,23.09,76.81,53.17,4.18
공급계약,010400,20230823,20230824,KOSPI,0.6,1.7,1.51,-1.37,-15.41
자사주신탁,256630,20230824,20230825,KOSDAQ,1.1,0.11,-1.59,-3.18,-15.87
자사주신탁,067010,20230824,20230825,KOSDAQ,1.5,2.24,5.15,4.83,6.13
공급계약,022100,20230824,20230825,KOSPI,2775.2,36.66,60.2,36.39,21.18
